Cell_Identity(CI),Downlink_Traffic,LAC,Duration,RAT,Uplink_Traffic,Latency,Throughput,Offloading_Decision
29762,937,20861,41,2,834,46.181307,38.34884968,Edge Cloud
19803,660,9480,2163,2,720,2163,0.638002774,Mobile Device
8235,179,42578,0,1,60,5.002872,47.77255944,Edge Cloud
8235,1875,42578,0,1,800,5.314919,503.3002384,Edge Cloud
29238,1211,42241,1,1,1386,1,2597,Mobile Device
45277,466,9479,5,2,363,10.458899,79.26264514,Edge Cloud
24730,107,42265,0,1,62,5.002938,33.78015078,Edge Cloud
48129,0,42278,19,1,392,19,20.63157895,Mobile Device
23731,0,42265,0,1,48,0,1099823,Mobile Device
29762,40,20861,0,2,40,0,1099823,Mobile Device
8235,1279,42578,2,1,1250,7.019419,360.2862288,Edge Cloud
29762,40,20861,0,2,52,0,1099823,Mobile Device
29762,40,20861,0,2,40,0,1099823,Mobile Device
47278,3270,20843,41,2,103849,41,2612.658537,Mobile Device
7821,58,42577,0,1,123,0,1099823,Mobile Device
3606,84,42256,0,1,177,0,1099823,Mobile Device
48129,1203,42278,1,1,1178,6.799868,350.1538559,Edge Cloud
32031,623,42271,1,1,2537,1,3160,Mobile Device
472,6240,42257,7089,1,2359,7094.026336,1.212146614,Edge Cloud
33616,479,42270,0,1,716,0,1099823,Mobile Device
17242,8120,42264,167,1,4197,172.861722,71.25348433,Edge Cloud
33616,479,42270,0,1,716,0,1099823,Mobile Device
33616,1595,42270,10,1,1712,10,330.7,Mobile Device
33616,738,42270,0,1,706,5.152348,280.2605725,Edge Cloud
33616,479,42270,0,1,711,0,1099823,Mobile Device
33616,479,42270,0,1,711,0,1099823,Mobile Device
33616,758,42270,0,1,780,0,1099823,Mobile Device
33616,479,42270,0,1,711,0,1099823,Mobile Device
33616,528,42270,0,1,711,0,1099823,Mobile Device
33616,479,42270,0,1,652,0,1099823,Mobile Device
33616,479,42270,0,1,653,0,1099823,Mobile Device
13161,689,42255,61,1,730,61,23.26229508,Mobile Device
8235,10224,42578,2,1,823,7.230625,1527.807071,Edge Cloud
33616,1266,42270,0,1,852,5.182359,408.6941873,Edge Cloud
33616,738,42270,2,1,15409,2,8073.5,Mobile Device
33616,6356,42270,0,1,944,5.359973,1361.947159,Edge Cloud
45277,0,9479,0,2,198,0,1099823,Mobile Device
45277,0,9479,0,2,198,0,1099823,Mobile Device
45277,0,9479,0,2,198,0,1099823,Mobile Device
32031,1028,42271,30,1,453,35.600895,41.60007775,Edge Cloud
32031,129708,42271,116,1,5521,60.038634,2252.366368,Edge Cloud
843,143,42580,0,1,63,5.003298,41.17284239,Edge Cloud
843,60,42580,0,1,104,0,1099823,Mobile Device
843,60,42580,0,1,104,0,1099823,Mobile Device
61462,32253,42580,3,1,1262,8.129197,4122.793432,Edge Cloud
36001,486,42264,3,1,246,8.878496,82.44639633,Edge Cloud
33616,5063,42270,1,1,731,6.829898,848.3289209,Edge Cloud
33616,7340,42270,1,1,1199,6.840064,1248.380132,Edge Cloud
33616,33400,42270,2,1,2657,7.400148,4872.470118,Edge Cloud
44291,1038,42243,4,1,4827,4,1466.25,Mobile Device
47278,48910,20843,5,2,1859,10.244286,4955.835868,Edge Cloud
32082,351,42272,6,1,473,6,137.3333333,Mobile Device
32082,76,42272,0,1,60,5.005876,27.16807208,Edge Cloud
23553,1432,42263,1,1,2747,1,4179,Mobile Device
33616,479,42270,0,1,711,0,1099823,Mobile Device
61462,82057,42580,2,1,2102,7.540113,11161.50381,Edge Cloud
32082,57,42272,0,1,94,0,1099823,Mobile Device
32082,468,42272,0,1,2099,0,1099823,Mobile Device
32031,60,42271,0,1,112,0,1099823,Mobile Device
29762,577,20861,43,2,976,43,36.11627907,Mobile Device
33616,479,42270,0,1,711,0,1099823,Mobile Device
17242,0,42264,0,1,40,0,1099823,Mobile Device
1441,347,42265,311,1,575,311,2.964630225,Mobile Device
29762,482,20861,42,2,887,42,32.5952381,Mobile Device
29762,1086,20861,43,2,1708,43,64.97674419,Mobile Device
61221,7634,20856,66,2,3257,71.967038,151.3331701,Edge Cloud
33616,3793,42270,2,1,691,7.340169,610.8851172,Edge Cloud
17242,541,42264,15,1,2121,15,177.4666667,Mobile Device
32031,557,42271,30,1,487,35.051183,29.78501467,Edge Cloud
1441,172,42265,1,1,319,1,491,Mobile Device
23731,0,42265,0,1,48,0,1099823,Mobile Device
23731,0,42265,0,1,48,0,1099823,Mobile Device
345,0,42577,0,1,40,0,1099823,Mobile Device
23731,0,42265,0,1,48,0,1099823,Mobile Device
29762,0,20861,0,2,40,0,1099823,Mobile Device
29762,21712,20861,3,2,2620,8.945234,2720.107713,Edge Cloud
23731,0,42265,0,1,48,0,1099823,Mobile Device
23731,1022,42265,2,1,573,45.607901,34.97201066,Edge Cloud
23731,0,42265,1,1,128,1,128,Mobile Device
23731,0,42265,1,1,128,1,128,Mobile Device
23731,0,42265,6,1,448,6,74.66666667,Mobile Device
23731,0,42265,1,1,128,1,128,Mobile Device
23731,0,42265,19,1,544,19,28.63157895,Mobile Device
29762,476,20861,44,2,1258,44,39.40909091,Mobile Device
345,0,42577,0,1,40,0,1099823,Mobile Device
54527,0,42258,0,1,60,0,1099823,Mobile Device
29238,184,42241,0,1,184,0,1099823,Mobile Device
23731,0,42265,19,1,544,19,28.63157895,Mobile Device
23731,0,42265,19,1,544,19,28.63157895,Mobile Device
23731,0,42265,19,1,544,19,28.63157895,Mobile Device
1441,164,42265,1,1,319,1,483,Mobile Device
45277,0,9479,31,2,240,31,7.741935484,Mobile Device
38001,151,42576,0,1,155,0,1099823,Mobile Device
23731,0,42265,19,1,544,19,28.63157895,Mobile Device
29762,0,20861,0,2,222,0,1099823,Mobile Device
1441,164,42265,0,1,319,0,1099823,Mobile Device
23731,0,42265,18,1,544,18,30.22222222,Mobile Device
33616,479,42270,0,1,985,0,1099823,Mobile Device
23731,0,42265,19,1,544,19,28.63157895,Mobile Device
23731,0,42265,19,1,544,19,28.63157895,Mobile Device
23731,178,42265,0,1,226,0,1099823,Mobile Device
25272,1163,20836,23,2,787,28.050384,69.51776489,Edge Cloud
843,25381,42580,0,1,1730,5.360283,5057.755346,Edge Cloud
35812,730,20831,1,2,82,6.660536,121.9121104,Edge Cloud
1441,164,42265,0,1,319,0,1099823,Mobile Device
32082,565,42272,0,1,833,0,1099823,Mobile Device
17242,3906,42264,10,1,4269,10,817.5,Mobile Device
3212,1994,42258,363,1,1354,368.599996,9.083016919,Edge Cloud
23731,40,42265,0,1,80,0,1099823,Mobile Device
45277,332,9479,3,2,1096,3,476,Mobile Device
32082,654,42272,0,1,982,0,1099823,Mobile Device
1441,132,42265,4,1,180,4,78,Mobile Device
1441,223,42265,0,1,135,36.028636,9.936540479,Edge Cloud
32082,479,42272,0,1,684,0,1099823,Mobile Device
1441,172,42265,1,1,319,1,491,Mobile Device
10223,60,42266,0,1,112,0,1099823,Mobile Device
45277,4788,9479,6,2,1184,11.440006,522.0276982,Edge Cloud
33616,25461,42270,6,1,3839,11.420283,2565.610677,Edge Cloud
33616,49382,42270,8,1,7581,13.900313,4097.965276,Edge Cloud
33616,84323,42270,8,1,10778,13.910332,6836.716766,Edge Cloud
17203,0,42264,19,1,280,19,14.73684211,Mobile Device
47278,53870,20843,4,2,1963,9.36307,5963.108254,Edge Cloud
345,2104,42577,1,1,391,6.514946,382.9655687,Edge Cloud
61462,323539,42580,3,1,6905,8.360149,39526.08979,Edge Cloud
32031,149434,42271,305,1,12213,98.967415,1633.335578,Edge Cloud
345,2856,42577,1,1,58,6.411758,454.4775395,Edge Cloud
61462,111068,42580,2,1,2782,7.690119,14804.71238,Edge Cloud
29762,0,20861,0,2,941,0,1099823,Mobile Device
2951,231,9473,4,2,382,4,153.25,Mobile Device
32031,6687,42271,17,1,619,22.280424,327.9111744,Edge Cloud
32031,885,42271,1,1,11950,1,12835,Mobile Device
345,60,42577,1,1,100,1,160,Mobile Device
23731,0,42265,19,1,544,19,28.63157895,Mobile Device
45277,0,9479,0,2,198,0,1099823,Mobile Device
45277,0,9479,0,2,198,0,1099823,Mobile Device
45277,0,9479,0,2,198,0,1099823,Mobile Device
59657,232,42262,28828,1,208,28833.46465,0.015260046,Edge Cloud
40357,1380,42247,16,1,172,21.005868,73.88411657,Edge Cloud
29762,355,20861,560,2,1044,560,2.498214286,Mobile Device
23731,0,42265,0,1,48,0,1099823,Mobile Device
345,375,42577,0,1,156,5.008129,106.0276203,Edge Cloud
10223,144,42266,41,1,376,41,12.68292683,Mobile Device
8782,65,42250,1,1,52,6.327327,18.4912207,Edge Cloud
17203,351,42264,1,1,1556,1,1907,Mobile Device
10223,0,42266,13,1,120,13,9.230769231,Mobile Device
23731,0,42265,0,1,56,0,1099823,Mobile Device
32082,2177,42272,13,1,857,18.777912,161.5728096,Edge Cloud
32082,590,42272,13,1,816,13,108.1538462,Mobile Device
32082,648,42272,13,1,741,13,106.8461538,Mobile Device
32082,742,42272,13,1,786,13,117.5384615,Mobile Device
45277,1280,9479,3,2,2122,3,1134,Mobile Device
29238,75,42241,0,1,190,0,1099823,Mobile Device
47278,85924,20843,129,2,10337,64.57857,1490.602842,Edge Cloud
9923,587,20851,0,2,183,17.543689,43.89042692,Edge Cloud
472,143,42257,0,1,63,5.004011,41.16697585,Edge Cloud
472,68,42257,0,1,120,0,1099823,Mobile Device
9923,508,20851,615,2,894,615,2.279674797,Mobile Device
23731,0,42265,18,1,544,18,30.22222222,Mobile Device
32031,18856,42271,59,1,1156,64.751762,309.0572269,Edge Cloud
3606,1699,42256,0,1,886,5.169834,500.0160547,Edge Cloud
29762,0,20861,0,2,40,0,1099823,Mobile Device
45277,1706,9479,248,2,2010,248,14.98387097,Mobile Device
3606,702,42256,0,1,673,5.18017,265.4353042,Edge Cloud
3606,59253,42256,0,1,2211,5.562042,11050.61774,Edge Cloud
29762,72,20861,0,2,112,0,1099823,Mobile Device
13161,690,42255,62,1,693,62,22.30645161,Mobile Device
18420,1214,42272,0,1,1140,5.938713,396.3821791,Edge Cloud
472,566,42257,1,1,493,6.238752,169.7454876,Edge Cloud
18332,358,42277,0,1,221,22.740353,25.46134618,Edge Cloud
33616,44,42270,0,1,144,0,1099823,Mobile Device
17242,0,42264,0,1,40,0,1099823,Mobile Device
33616,389,42270,1,1,754,1,1143,Mobile Device
29762,0,20861,0,2,1249,0,1099823,Mobile Device
29762,0,20861,0,2,987,0,1099823,Mobile Device
8235,15032,42578,168,1,11374,173.701034,152.0198204,Edge Cloud
23731,0,42265,0,1,48,0,1099823,Mobile Device
23731,0,42265,19,1,544,19,28.63157895,Mobile Device
23731,0,42265,19,1,544,19,28.63157895,Mobile Device
345,0,42577,0,1,40,0,1099823,Mobile Device
29762,415,20861,42,2,734,42,27.35714286,Mobile Device
345,924,42577,72,1,697,77.732992,20.85343634,Edge Cloud
48129,0,42278,0,1,60,0,1099823,Mobile Device
345,120,42577,0,1,200,0,1099823,Mobile Device
14612,32768,42299,10199,1,4469,10204.17037,3.649194265,Edge Cloud
8782,2058,42250,19,1,328,24.650824,96.79189629,Edge Cloud
45277,2490,9479,10,2,976,15.239155,227.4404322,Edge Cloud
48129,52,42278,0,1,147,0,1099823,Mobile Device
44291,17005,42243,2,1,1016,7.30983,2465.310411,Edge Cloud
32031,3260,42271,29,1,492,34.960541,107.3209937,Edge Cloud
45277,829,9479,5,2,1148,5,395.4,Mobile Device
32031,1525,42271,29,1,450,34.996493,56.43422614,Edge Cloud
32031,19622,42271,30,1,1264,35.407776,589.8704285,Edge Cloud
9923,120,20851,8,2,200,8,40,Mobile Device
44291,2530,42243,5,1,1432,10.750319,368.5472031,Edge Cloud
191,168,20856,0,2,112,5.178974,54.06476263,Edge Cloud
9923,120,20851,8,2,140,8,32.5,Mobile Device
48129,2207,42278,0,1,339,5.220213,487.7195624,Edge Cloud
35561,0,42263,0,1,52,0,1099823,Mobile Device
345,0,42577,45,1,200,45,4.444444444,Mobile Device
3606,923,42256,5615,1,676,5620.356025,0.28450155,Edge Cloud
40357,54,42247,0,1,106,0,1099823,Mobile Device
45277,0,9479,0,2,198,0,1099823,Mobile Device
45277,0,9479,0,2,198,0,1099823,Mobile Device
45277,0,9479,0,2,198,0,1099823,Mobile Device
35561,151,42263,0,1,155,0,1099823,Mobile Device
2833,120,42256,2,1,156,2,138,Mobile Device
2833,120,42256,2,1,156,2,138,Mobile Device
25272,364,20836,0,2,695,0,1099823,Mobile Device
2833,60,42256,0,1,104,0,1099823,Mobile Device
2833,60,42256,0,1,104,0,1099823,Mobile Device
2833,120,42256,1,1,208,1,328,Mobile Device
9923,372,20851,16,2,2789,16,197.5625,Mobile Device
32031,62395,42271,60,1,2047,65.334235,986.3435303,Edge Cloud
23731,13082,42265,4,1,2411,9.848427,1573.144625,Edge Cloud
23104,251,42268,0,1,101,6.493571,54.2074615,Edge Cloud
33616,40,42270,0,1,40,0,1099823,Mobile Device
38793,178,42269,0,1,226,0,1099823,Mobile Device
32031,70859,42271,60,1,2657,65.722795,1118.576896,Edge Cloud
23553,597,42263,0,1,242,18.728288,44.79854218,Edge Cloud
23553,40,42263,0,1,40,0,1099823,Mobile Device
33616,80,42270,0,1,80,0,1099823,Mobile Device
33616,5608,42270,31,1,2608,36.112082,227.513883,Edge Cloud
33616,38854,42270,40,1,15825,45.606247,1198.936628,Edge Cloud
48129,67550,42278,1,1,3952,22.260887,3212.001391,Edge Cloud
23731,156,42265,0,1,2550,0,1099823,Mobile Device
5643,0,42256,15,1,300,15,20,Mobile Device
40357,40,42247,0,1,52,0,1099823,Mobile Device
45277,2498,9479,3,2,758,8.001281,406.9348396,Edge Cloud
32082,468,42272,6,1,576,6,174,Mobile Device
48129,2002,42278,0,1,865,5.320594,538.8496096,Edge Cloud
37693,0,42269,0,1,60,0,1099823,Mobile Device
7036,0,42272,37,1,312,37,8.432432432,Mobile Device
40357,489,42247,600,1,793,600,2.136666667,Mobile Device
33616,721,42270,1,1,5160,1,5881,Mobile Device
17203,115,42264,0,1,230,0,1099823,Mobile Device
23731,738,42265,7,1,900,7,234,Mobile Device
8241,882,42269,1,1,457,6.622634,202.1854144,Edge Cloud
33616,499,42270,0,1,886,0,1099823,Mobile Device
29762,13140,20861,19,2,4914,24.94019,723.8918388,Edge Cloud
345,0,42577,0,1,40,0,1099823,Mobile Device
20013,56,20835,0,2,144,0,1099823,Mobile Device
23731,7462,42265,4,1,2611,9.230015,1091.330837,Edge Cloud
29762,1409,20861,75,2,1650,75,40.78666667,Mobile Device
32383,232,42251,8405,1,208,8410.23864,0.052317184,Edge Cloud
345,0,42577,0,1,40,0,1099823,Mobile Device
10223,120,42266,0,1,120,0,1099823,Mobile Device
59222,151,42577,0,1,155,0,1099823,Mobile Device
63272,236,20844,2,2,236,2,236,Mobile Device
17242,0,42264,0,1,40,0,1099823,Mobile Device
26941,164,42253,64,1,220,64,6,Mobile Device
1441,201,42265,181,1,332,181,2.944751381,Mobile Device
8241,7258,42269,793,1,17778,793,31.57124842,Mobile Device
32082,635,42272,0,1,1354,0,1099823,Mobile Device
8235,1507,42578,1,1,863,6.073936,390.1917966,Edge Cloud
1441,0,42265,0,1,60,0,1099823,Mobile Device
13161,1003,42255,1414,1,4465,1414,3.867043847,Mobile Device
59222,0,42577,0,1,52,0,1099823,Mobile Device
63272,176,20844,1,2,176,1,352,Mobile Device
1441,212,42265,2,1,359,2,285.5,Mobile Device
1441,221,42265,49,1,403,49,12.73469388,Mobile Device
63272,366,20844,140,2,530,140,6.4,Mobile Device
18420,737,42272,1,1,6539,1,7276,Mobile Device
59222,188,42577,0,1,126,5.303717,59.20376219,Edge Cloud
1441,172,42265,1,1,379,1,551,Mobile Device
1441,0,42265,0,1,60,0,1099823,Mobile Device
18420,92,42272,0,1,73,5.002238,32.98523581,Edge Cloud
48129,777,42278,0,1,1080,0,1099823,Mobile Device
63272,75,20844,0,2,59,5.002644,26.78583565,Edge Cloud
1441,397,42265,1,1,388,6.306945,124.4659657,Edge Cloud
472,40,42257,0,1,40,0,1099823,Mobile Device
38001,112,42576,1,1,216,1,328,Mobile Device
7821,82,42577,0,1,82,0,1099823,Mobile Device
40357,2890,42247,19,1,200,24.737873,124.9096881,Edge Cloud
23731,0,42265,0,1,48,0,1099823,Mobile Device
7821,150,42577,0,1,154,0,1099823,Mobile Device
1441,634,42265,2,1,778,2,706,Mobile Device
472,80,42257,0,1,80,0,1099823,Mobile Device
18420,5231,42272,90,1,2262,95.608502,78.37169125,Edge Cloud
63272,0,20844,0,2,42,0,1099823,Mobile Device
63631,464,9472,2180,2,308,2185.689759,0.353206578,Edge Cloud
59222,336,42577,1,1,536,1,872,Mobile Device
345,0,42577,19,1,280,19,14.73684211,Mobile Device
1441,0,42265,0,1,60,0,1099823,Mobile Device
472,197,42257,1,1,261,1,458,Mobile Device
23731,0,42265,0,1,48,0,1099823,Mobile Device
23731,0,42265,0,1,48,0,1099823,Mobile Device
23731,0,42265,0,1,48,0,1099823,Mobile Device
472,196,42257,1,1,271,1,467,Mobile Device
23731,0,42265,2,1,128,2,64,Mobile Device
23731,0,42265,2,1,128,2,64,Mobile Device
23731,0,42265,0,1,64,0,1099823,Mobile Device
23731,0,42265,6,1,448,6,74.66666667,Mobile Device
23553,112,42263,0,1,216,0,1099823,Mobile Device
14612,68,42299,0,1,120,0,1099823,Mobile Device
14612,0,42299,0,1,141,0,1099823,Mobile Device
14612,74,42299,0,1,58,5.002934,26.38451757,Edge Cloud
59222,0,42577,4,1,156,4,39,Mobile Device
40357,40,42247,0,1,52,0,1099823,Mobile Device
843,25381,42580,0,1,1782,5.410052,5020.838986,Edge Cloud
37693,292,42269,0,1,292,0,1099823,Mobile Device
62861,13216,9480,218,2,6286,223.347149,87.31698653,Edge Cloud
23731,0,42265,17,1,544,17,32,Mobile Device
23731,0,42265,17,1,544,17,32,Mobile Device
23731,0,42265,17,1,544,17,32,Mobile Device
23731,0,42265,17,1,544,17,32,Mobile Device
23731,0,42265,16,1,544,16,34,Mobile Device
23731,0,42265,17,1,544,17,32,Mobile Device
23731,0,42265,17,1,544,17,32,Mobile Device
1441,0,42265,8,1,240,8,30,Mobile Device
8782,1699,42250,19,1,264,24.976371,78.59428417,Edge Cloud
17242,0,42264,0,1,40,0,1099823,Mobile Device
857,126,42270,0,1,51,5.004142,35.37069891,Edge Cloud
48129,40,42278,0,1,315,0,1099823,Mobile Device
40357,573,42247,473,1,1015,473,3.357293869,Mobile Device
345,0,42577,0,1,40,0,1099823,Mobile Device
7821,54,42577,0,1,106,0,1099823,Mobile Device
25141,114,42244,0,1,117,0,1099823,Mobile Device
45277,1018,9479,899,2,774,904.382069,1.981463434,Edge Cloud
45277,1497,9479,899,2,867,904.402404,2.613880712,Edge Cloud
32031,767,42271,70,1,743,75.473222,20.00709603,Edge Cloud
44291,5354,42243,3,1,594,8.455203,703.4721697,Edge Cloud
38001,0,42576,9,1,919,9,102.1111111,Mobile Device
843,178,42580,0,1,210,0,1099823,Mobile Device
38001,1076,42576,10,1,505,15.118902,104.5710859,Edge Cloud
23731,0,42265,19,1,544,19,28.63157895,Mobile Device
25141,107,42244,0,1,62,5.048855,33.47293594,Edge Cloud
44291,482,42243,12,1,595,12,89.75,Mobile Device
25141,0,42244,15,1,300,15,20,Mobile Device
32031,1036,42271,1,1,716,6.646002,263.617134,Edge Cloud
3212,0,42258,0,1,42,0,1099823,Mobile Device
17242,0,42264,0,1,40,0,1099823,Mobile Device
39913,861,42577,17,1,937,17,105.7647059,Mobile Device
23731,0,42265,0,1,48,0,1099823,Mobile Device
39913,151,42577,0,1,155,0,1099823,Mobile Device
23553,0,42263,22,1,200,22,9.090909091,Mobile Device
8782,0,42250,0,1,52,0,1099823,Mobile Device
35812,52,20831,0,2,60,0,1099823,Mobile Device
39913,57,42577,0,1,94,0,1099823,Mobile Device
2833,676,42256,26,1,1450,26,81.76923077,Mobile Device
5643,115,42256,1,1,230,1,345,Mobile Device
32031,26323,42271,0,1,1244,5.519796,4994.206308,Edge Cloud
23731,0,42265,19,1,544,19,28.63157895,Mobile Device
44291,6691,42243,2,1,674,7.24994,1015.870476,Edge Cloud
29762,0,20861,14,2,224,14,16,Mobile Device
23731,776,42265,21,1,968,21,83.04761905,Mobile Device
32031,166099,42271,74,1,3868,79.991622,2124.810021,Edge Cloud
48129,0,42278,14,1,300,14,21.42857143,Mobile Device
32031,121194,42271,148,1,6007,79.641217,1597.175493,Edge Cloud
32031,52,42271,0,1,52,0,1099823,Mobile Device
32031,52,42271,0,1,52,0,1099823,Mobile Device
32031,40,42271,0,1,40,0,1099823,Mobile Device
32031,52,42271,0,1,52,0,1099823,Mobile Device
32031,52,42271,0,1,52,0,1099823,Mobile Device
32031,52,42271,0,1,52,0,1099823,Mobile Device
32031,188180,42271,1,1,5404,6.410227,30199.24255,Edge Cloud
32031,52,42271,0,1,52,0,1099823,Mobile Device
32031,52,42271,0,1,52,0,1099823,Mobile Device
32031,52,42271,0,1,52,0,1099823,Mobile Device
32031,52,42271,0,1,52,0,1099823,Mobile Device
32031,40,42271,0,1,40,0,1099823,Mobile Device
32031,52,42271,0,1,52,0,1099823,Mobile Device
32031,40,42271,0,1,40,0,1099823,Mobile Device
32031,163665,42271,60,1,3297,65.281247,2557.579821,Edge Cloud
472,470,42257,259,1,972,259,5.567567568,Mobile Device
44291,8901,42243,2,1,715,7.261038,1324.32856,Edge Cloud
44291,436,42243,1,1,626,1,1062,Mobile Device
44291,436,42243,2,1,590,2,513,Mobile Device
26289,0,42257,15,1,300,15,20,Mobile Device
37903,428,20854,1,2,1227,1,1655,Mobile Device
13313,28322,42277,0,1,1655,5.449846,5500.5224,Edge Cloud
16252,405,42262,7247,1,665,7247,0.147647302,Mobile Device
39561,0,42258,0,1,40,0,1099823,Mobile Device
49409,722,42278,0,1,846,0,1099823,Mobile Device
19463,6987,42264,0,1,769,5.199862,1491.578046,Edge Cloud
39561,0,42258,0,1,40,0,1099823,Mobile Device
37903,206,20854,2,2,353,2,279.5,Mobile Device
37903,4191,20854,72,2,8500,72,176.2638889,Mobile Device
49409,0,42278,7,1,240,7,34.28571429,Mobile Device
11731,2438,42294,2,1,3117,2,2777.5,Mobile Device
23573,1102,20844,11,2,2628,11,339.0909091,Mobile Device
23573,260,20844,4,2,311,4,142.75,Mobile Device
23731,0,42265,15,1,300,15,20,Mobile Device
39561,0,42258,0,1,40,0,1099823,Mobile Device
22171,54,42580,0,1,106,0,1099823,Mobile Device
2231,0,42241,0,1,60,0,1099823,Mobile Device
2231,0,42241,6,1,240,6,40,Mobile Device
22171,492,42580,0,1,131,48.589966,12.8215772,Edge Cloud
345,659,42577,1,1,132,6.371927,124.1382709,Edge Cloud
23573,0,20844,0,2,60,0,1099823,Mobile Device
22171,40,42580,0,1,40,0,1099823,Mobile Device
353,4099,42256,34,1,1584,39.017074,145.6541821,Edge Cloud
38001,271,42576,0,1,315,0,1099823,Mobile Device
353,0,42256,0,1,40,0,1099823,Mobile Device
15991,169,42241,0,1,137,5.005928,61.1275272,Edge Cloud
37903,5790,20854,13,2,5303,86.663387,128.0009977,Edge Cloud
22171,561,42580,1,1,1160,1,1721,Mobile Device
2231,437,42241,0,1,188,13.712886,45.57756843,Edge Cloud
23731,0,42265,19,1,544,19,28.63157895,Mobile Device
39561,0,42258,0,1,40,0,1099823,Mobile Device
48388,0,42278,16,1,300,16,18.75,Mobile Device
37903,5131,20854,2,2,694,7.699616,756.5312348,Edge Cloud
37903,21601,20854,39,2,15224,78.922503,466.5969603,Edge Cloud
58402,1741,20851,149,2,4345,149,40.84563758,Mobile Device
19463,9604,42264,7,1,2892,12.030173,1038.721555,Edge Cloud
345,858,42577,30,1,1458,30,77.2,Mobile Device
49409,0,42278,15,1,240,15,16,Mobile Device
29238,132,42241,0,1,184,0,1099823,Mobile Device
37903,3796,20854,11,2,2043,70.650101,82.64673252,Edge Cloud
48388,0,42278,0,1,60,0,1099823,Mobile Device
29238,72,42241,0,1,112,0,1099823,Mobile Device
2231,4723,42241,0,1,1951,8.747315,762.9769821,Edge Cloud
2231,0,42241,7,1,240,7,34.28571429,Mobile Device
48388,0,42278,0,1,60,0,1099823,Mobile Device
29238,114,42241,0,1,64,5.003586,35.57448598,Edge Cloud
23573,1282,20844,1,2,606,6.5002,290.4526015,Edge Cloud
39561,0,42258,0,1,40,0,1099823,Mobile Device
2231,4998,42241,0,1,1755,6.427299,1050.67463,Edge Cloud
29238,0,42241,2,1,180,2,90,Mobile Device
11731,2490,42294,2,1,2941,2,2715.5,Mobile Device
39561,0,42258,0,1,40,0,1099823,Mobile Device
2231,619,42241,0,1,1238,0,1099823,Mobile Device
2231,757,42241,2,1,380,7.410493,153.4310875,Edge Cloud
2231,371,42241,3,1,535,3,302,Mobile Device
49409,560,42278,5,1,1306,5,373.2,Mobile Device
20013,56,20835,0,2,144,0,1099823,Mobile Device
55633,574,20831,23,2,1054,23,70.7826087,Mobile Device
2231,427,42241,0,1,813,0,1099823,Mobile Device
2231,942,42241,0,1,699,5.400364,303.8684059,Edge Cloud
2231,1859,42241,0,1,869,5.710048,477.7543026,Edge Cloud
2231,0,42241,14,1,300,14,21.42857143,Mobile Device
55633,261,20831,3,2,380,3,213.6666667,Mobile Device
56301,22304,20854,444,2,17126,123.502661,319.264376,Edge Cloud
2231,631,42241,0,1,625,5.379214,233.4913614,Edge Cloud
23731,0,42265,0,1,60,0,1099823,Mobile Device
25923,44,42250,0,1,104,0,1099823,Mobile Device
25923,44,42250,0,1,104,0,1099823,Mobile Device
25923,156,42250,0,1,248,0,1099823,Mobile Device
25923,52,42250,0,1,104,0,1099823,Mobile Device
25923,196,42250,0,1,328,0,1099823,Mobile Device
25923,52,42250,0,1,104,0,1099823,Mobile Device
2231,0,42241,0,1,60,0,1099823,Mobile Device
56301,0,20854,0,2,210,0,1099823,Mobile Device
13313,0,42277,21,1,3456,21,164.5714286,Mobile Device
56301,0,20854,0,2,210,0,1099823,Mobile Device
4621,616,42264,5245,1,532,5250.949708,0.218627118,Edge Cloud
56301,0,20854,0,2,210,0,1099823,Mobile Device
63272,99,20844,0,2,67,5.003218,33.17864622,Edge Cloud
56301,1502,20854,0,2,913,64.78485,37.2772338,Edge Cloud
18732,242,42264,0,1,194,28.238262,15.44004373,Edge Cloud
18732,3365743,42264,77,1,70424,82.468414,41666.46154,Edge Cloud
37903,206,20854,9,2,353,9,62.11111111,Mobile Device
2231,0,42241,15,1,300,15,20,Mobile Device
29482,201,9480,0,2,256,0,1099823,Mobile Device
25923,735,42250,1,1,1018,1,1753,Mobile Device
18732,31116,42264,0,1,1577,5.433943,6016.441468,Edge Cloud
63272,295,20844,1,2,501,1,796,Mobile Device
1441,406,42265,0,1,204,61.157873,9.974185989,Edge Cloud
14271,0,9599,0,2,223,0,1099823,Mobile Device
56301,0,20854,18,2,200,18,11.11111111,Mobile Device
56301,0,20854,18,2,200,18,11.11111111,Mobile Device
56301,0,20854,18,2,200,18,11.11111111,Mobile Device
1441,0,42265,0,1,40,0,1099823,Mobile Device
2231,0,42241,7,1,240,7,34.28571429,Mobile Device
49409,215,42278,0,1,341,0,1099823,Mobile Device
2231,0,42241,7,1,240,7,34.28571429,Mobile Device
56301,0,20854,19,2,200,19,10.52631579,Mobile Device
11731,2490,42294,3,1,3117,3,1869,Mobile Device
37903,373,20854,0,2,156,5.007035,105.6513486,Edge Cloud
56301,0,20854,19,2,200,19,10.52631579,Mobile Device
47039,3870,20854,35,2,2893,40.615017,166.5147647,Edge Cloud
37903,529,20854,0,2,333,55.945141,15.40795116,Edge Cloud
2231,396,42241,38,1,1232,38,42.84210526,Mobile Device
56301,0,20854,19,2,200,19,10.52631579,Mobile Device
2231,848,42241,38,1,2444,38,86.63157895,Mobile Device
